uf,date,casos,uf_code,train_1,target_1,train_2,target_2,train_3,target_3,train_4,target_4,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days,population,enso,iod,pdo
AC,2010-03-14,1476,12,True,False,True,False,True,False,True,False,23.86022626125856,26.331540476629307,30.42667572466265,1.1345436186719058,17.143915926883054,61.30512938703643,69.09390154305756,87.40983232958872,97.69766102108868,6.566449463404086,7.0,765021.0,0.688216,0.981377,-0.591991
AC,2010-03-21,1039,12,True,False,True,False,True,False,True,False,23.429785978741577,25.729814322034485,29.01050496718391,1.6668973633403528,24.77784595926125,76.91290327494278,74.78645735947119,89.05196760451207,97.58814544413066,5.580718988442334,7.0,765021.0,0.563964,0.610278,-0.666315
AC,2010-03-28,915,12,True,False,True,False,True,False,True,False,23.130571267828874,25.372208250268383,28.717707805836135,3.3636278334843093,32.68947451756226,85.55229301979945,76.86908009408518,90.74830776443672,98.73050332502544,5.5871365380072655,7.0,765021.0,0.563964,0.610278,-0.666315
AC,2010-04-04,875,12,True,False,True,False,True,False,True,False,22.095347269215953,24.699273656185344,28.302056564945836,0.8672687787655502,10.774034086907418,29.464605322337555,62.3070372422083,79.98161830599608,89.8685799179929,6.206709295729885,5.476369929714347,765021.0,0.563964,0.610278,-0.666315
AC,2010-04-11,692,12,True,False,True,False,True,False,True,False,22.40345123760375,26.007399237611967,30.676725414652488,0.1700012621875739,3.295305747162496,11.77734068188978,56.86901787984532,80.22631743066997,93.94402798672006,8.273274177048734,5.311336551545644,765021.0,0.563964,0.610278,-0.666315
AC,2010-04-18,522,12,True,False,True,False,True,False,True,False,24.17664692931865,27.12420856826152,31.708627250736537,0.4367868900330841,8.111433747439612,22.67467455847617,62.68677393582286,85.39109418878697,97.82861514046203,7.531980321417882,7.0,765021.0,0.203713,0.349572,-0.506794
AC,2010-04-25,595,12,True,False,True,False,True,False,True,False,23.320005985288542,25.426653258481984,28.672641298586203,0.8895408059386605,22.484946551924715,78.77445535089886,77.75703502921581,91.2735409009874,98.90022852151397,5.352635313297656,7.0,765021.0,0.083168,0.257167,-0.502808
AC,2010-05-02,477,12,True,False,True,False,True,False,True,False,22.88325541188692,25.13862903571087,28.48574304761382,0.2002497881757494,15.714839922694932,60.04483337960658,76.30796600939246,90.96929505810016,98.81148922559922,5.6024876357269,7.0,765021.0,-0.086765,0.85821,-0.324983
AC,2010-05-09,396,12,True,False,True,False,True,False,True,False,18.07696849199471,21.649371300545063,26.266250023482083,1.2754297310792777,5.162932747467063,13.65276873562948,51.298763304835525,71.96354320142845,84.19325297525913,8.189281531487373,2.2292799805495536,765021.0,-0.086765,0.85821,-0.324983
AC,2010-05-16,258,12,True,False,True,False,True,False,True,False,22.36832921536981,25.399263516557063,29.64981686577418,0.0389660465529704,3.5039578071713064,14.410694678446736,65.03330370100018,85.20557922363288,96.11009541134912,7.281487650404368,7.0,765021.0,-0.086765,0.85821,-0.324983
AC,2010-05-23,204,12,True,False,True,False,True,False,True,False,22.949369817523213,25.14631285988975,28.458877737417858,0.5491293969708022,14.013970153760486,45.45610938431756,74.54301008594162,90.07764023015616,98.1438507419124,5.509507919894636,7.0,765021.0,-0.436948,0.226052,-0.801039
AC,2010-05-30,210,12,True,False,True,False,True,False,True,False,20.87194197156492,23.27982284583411,26.924273052765873,0.7679691333963381,9.34779030837062,32.263340695484175,67.65085653026892,82.40642166231852,90.57619619788214,6.052331081200944,6.849268190023542,765021.0,-0.573464,0.377315,-0.344743
AC,2010-06-06,276,12,True,False,True,False,True,False,True,False,21.010946998672495,24.432251742109035,28.75944577782832,0.1796236985651374,2.932067333837894,15.28191521840577,62.3747493488414,84.09713318166617,96.53215972022804,7.74849877915583,7.0,765021.0,-0.779322,0.737654,-0.099238
AC,2010-06-13,185,12,True,False,True,False,True,False,True,False,22.259502563851186,25.47993123195311,30.163953418272182,0.0051528032563811,1.691454976530056,7.043206401915764,60.93993333669459,85.16655742219588,97.76130122652094,7.90445085442099,7.0,765021.0,-0.779322,0.737654,-0.099238
AC,2010-06-20,185,12,True,False,True,False,True,False,True,False,22.619001872647008,26.087228249383255,31.058142585927147,0.0052489227093112,1.3877556982095918,6.703541719246923,56.58659571335764,82.77116973595683,97.44303054668715,8.439140713280139,7.0,765021.0,-0.779322,0.737654,-0.099238
AC,2010-06-27,194,12,True,False,True,False,True,False,True,False,21.08205613642352,25.53455475408985,31.16861705206225,0.0192681396981259,0.447533977890803,1.3918627977532645,41.86177454820568,68.92257622166115,86.95010266265334,10.08656091563873,3.1054572358144417,765021.0,-0.779322,0.737654,-0.099238
AC,2010-07-04,211,12,True,False,True,False,True,False,True,False,22.47317133036684,26.13447864781303,31.075432701305864,0.0651454779672714,2.5820342385372426,8.359671834237231,53.59775663971502,76.60738574690853,92.10011193162391,8.602261370939024,6.139584403565392,765021.0,-0.98713,0.780086,-0.281143
AC,2010-07-11,160,12,True,False,True,False,True,False,True,False,19.96461219856336,22.540119012344572,26.211445205481752,0.2463702342811504,4.452321273272237,15.431568290020795,60.95871135389934,77.53653359726633,88.36378910543446,6.246833006918392,7.0,765021.0,-1.02979,0.548992,-0.288115
AC,2010-07-18,197,12,True,False,True,False,True,False,True,False,18.90227022300228,23.03595751341653,28.654715500358815,0.0014914998411808,0.2850422692971827,1.2577445917170902,51.32964589097181,74.65044948334751,90.33342945215136,9.752445277356532,5.284373893004244,765021.0,-1.060575,0.561883,-0.367716
AC,2010-07-25,165,12,True,False,True,False,True,False,True,False,21.484579224417185,25.80605357914545,31.420785720429336,0.0171082599039764,3.3072034701008204,11.77770789050235,46.22528825688632,71.17599169746414,87.77952668571002,9.936206496012154,4.80907582929096,765021.0,-1.060575,0.561883,-0.367716
AC,2010-08-01,114,12,True,False,True,False,True,False,True,False,20.28678609044719,24.6100244595153,30.115538450615823,0.0153086175412178,2.1235316018775956,7.893767612915202,40.080143458676304,59.27971756978847,72.2484052653083,9.828752360168636,3.4231478613005395,765021.0,-1.060575,0.561883,-0.367716
AC,2010-08-08,105,12,True,False,True,False,True,False,True,False,21.56698421942479,26.973591176283303,33.835812200785526,0.0077885370466954,0.0771640510521933,0.2324274110122467,31.647752690561067,58.21912827819666,78.29350634677256,12.268827981360737,0.8138717760688923,765021.0,-1.060575,0.561883,-0.367716
AC,2010-08-15,94,12,True,False,True,False,True,False,True,False,21.413738882350007,27.126535042287355,34.327979314853536,0.0013815734470034,0.0803236658862958,0.3419890269678871,26.363868782799052,51.63099093651398,70.89685071703914,12.914240432503531,1.056573610397623,765021.0,-1.288772,-0.018755,-0.373158
AC,2010-08-22,78,12,True,False,True,False,True,False,True,False,23.93001184705107,28.53693758143334,34.33982226756801,0.0506861551512964,1.4221410937738963,5.534124834743098,39.19167524813045,61.26842818667723,79.45214361805567,10.409810420516935,4.793141626177582,765021.0,-1.358804,-0.240706,-0.615786
AC,2010-08-29,114,12,True,False,True,False,True,False,True,False,23.28025292245012,26.361262333134835,30.78653578221102,0.7708828858292778,13.101401087290416,42.479362134634215,61.12762379529451,82.57439115070045,96.09532323824163,7.5062828597608995,7.0,765021.0,-1.358804,-0.240706,-0.615786
AC,2010-09-05,121,12,True,False,True,False,True,False,True,False,21.82596952546774,26.49830607626644,32.367571828653816,0.2190227856490214,5.4208599624062614,17.41393342770983,41.88710303179352,66.19237970255531,83.9733734141005,10.541602303186076,4.053427291538402,765021.0,-1.358804,-0.240706,-0.615786
AC,2010-09-12,151,12,True,False,True,False,True,False,True,False,23.697188132426614,27.180408909727408,32.190892098480205,0.0981344198394553,8.458308986289264,31.93178125450151,55.733175676802155,78.47328338239828,93.2901849363052,8.493703966053591,7.0,765021.0,-1.358804,-0.240706,-0.615786
AC,2010-09-19,200,12,True,False,True,False,True,False,True,False,23.740614199218054,27.646928232016787,33.267670218389895,0.033168774059797,3.968991086780624,20.90742505356062,49.68361178438239,75.89699235414079,93.24911295406083,9.527056019171836,7.0,765021.0,-1.603282,-0.718145,-0.75915
AC,2010-09-26,172,12,True,False,True,False,True,False,True,False,25.20485975548384,29.47728721049114,35.49163514329299,0.0074191980350866,2.064387143359463,12.125631085944043,40.19219800306136,64.32650665858472,81.92946427308159,10.286775387809149,7.0,765021.0,-1.658417,-0.920116,-1.121791
AC,2010-10-03,164,12,True,False,True,False,True,False,True,False,21.76020458280604,25.22119532638413,30.36246492843241,4.653416619674493,31.084395494502765,100.91191843465737,60.77197846270139,81.61675732951868,93.9045277588832,8.602260345626368,7.0,765021.0,-1.659426,-1.284502,-0.713878
AC,2010-10-10,202,12,True,False,True,False,True,False,True,False,23.550349492441576,26.84338221748161,31.741117962550792,2.884138233198827,13.752329896042069,44.92234464348037,59.16204501461864,82.66838596742535,96.4862187645269,8.190768470109223,7.0,765021.0,-1.659426,-1.284502,-0.713878
AC,2010-10-17,262,12,True,False,True,False,True,False,True,False,23.279473896514883,26.37843567438952,30.782574790066455,1.0847544683087131,17.113660314030597,59.489134322587226,62.61531906007435,81.74006462817921,94.15106280514802,7.503100893551568,7.0,765021.0,-1.659426,-1.284502,-0.713878
AC,2010-10-24,319,12,True,False,True,False,True,False,True,False,23.073877911400004,25.301339347603346,28.418877229943455,2.9671221928548364,28.608338193984213,88.84899786306521,75.9340755091877,89.22611828515633,97.65039024396528,5.34499931854345,7.0,765021.0,-1.659426,-1.284502,-0.713878
AC,2010-10-31,535,12,True,False,True,False,True,False,True,False,22.650561627664,25.65547562920308,29.562509047576096,0.2224333865344872,13.53082314812273,51.59232630333024,64.09035790462895,81.15336383314968,92.52838772857216,6.911947419912097,6.920513293099144,765021.0,-1.82647,-1.290788,-0.901271
AC,2010-11-07,621,12,True,False,True,False,True,False,True,False,21.894716835410865,24.42057144125082,28.073748097652594,1.338278922408666,27.95764505954739,97.26627425312508,72.15607783377375,88.38998858417892,97.71855819268828,6.179031262241728,7.0,765021.0,-1.779995,-1.400226,-0.46171
AC,2010-11-14,786,12,True,False,True,False,True,False,True,False,22.715474007753663,25.112141728434345,28.30789389738508,0.6513087031597825,26.20887453886887,78.6405836864609,74.74705182660719,89.48736366138968,97.99971788793098,5.592419889631414,7.0,765021.0,-1.807119,-1.517213,-0.101573
AC,2010-11-21,849,12,True,False,True,False,True,False,True,False,22.789726054373485,25.098295942651063,28.55490098899246,2.339905486777487,26.530726520579172,80.85846857066669,73.623996401462,88.37281627376429,97.26879275655736,5.765174934618975,7.0,765021.0,-1.807119,-1.517213,-0.101573
AC,2010-11-28,960,12,True,False,True,False,True,False,True,False,23.434314748596066,25.610756174181585,28.665322617735796,1.1394161141981725,21.43783364966452,65.5908934106384,74.23341415475616,88.4414547731743,96.9970069863815,5.231007869139727,7.0,765021.0,-1.807119,-1.517213,-0.101573
AC,2010-12-05,1196,12,True,False,True,False,True,False,True,False,23.605495542475303,26.644353851556275,30.863765858024063,1.3416447362882853,12.705994248523895,43.61706645752208,64.20764832138127,83.7362372928885,95.50308720927735,7.258270315548761,7.0,765021.0,-1.935934,-2.222831,-1.02549
AC,2010-12-12,1174,12,True,False,True,False,True,False,True,False,21.914670206102652,24.77586780418913,29.099363816847607,3.274224778143345,22.959544980856737,70.89344463916676,67.65636807116593,84.59430743647187,94.55572363507484,7.1846936107449535,7.0,765021.0,-1.980607,-2.263904,-0.763695
AC,2010-12-19,1592,12,True,False,True,False,True,False,True,False,22.434419071950774,24.94920143105315,28.66538408101589,1.1301375589689695,22.370209572939828,63.93606270886682,71.74478987504918,88.09887291519729,97.4059693827826,6.230965009065111,7.0,765021.0,-2.010064,-2.302435,-0.881205
AC,2010-12-26,1831,12,True,False,True,False,True,False,True,False,23.227911670174507,25.543780290326296,28.91835032311905,0.476367149659944,22.419185835682946,69.04007066943261,72.05976466759923,87.48949932520993,96.6325391702226,5.690438652944541,7.0,765021.0,-2.010064,-2.302435,-0.881205
AC,2011-01-02,2139,12,True,False,True,False,True,False,True,False,22.84167876704975,24.974813242682764,28.19741902063323,1.7695576210585549,26.41863250938187,79.74601478628865,74.9515592582675,89.62408313429228,97.50487158705424,5.355740253583482,7.0,778363.0,-2.010064,-2.302435,-0.881205
AC,2011-01-09,2060,12,True,False,True,False,True,False,True,False,23.224817147030738,25.81591486394248,29.394731418833043,0.7781171094977536,15.78629946130533,59.39853197287126,69.41822965065327,85.32811859661145,95.54809485561364,6.1699142718023054,7.0,778363.0,-2.010064,-2.302435,-0.881205
AC,2011-01-16,2007,12,True,False,True,False,True,False,True,False,23.16784446957452,25.53201037123516,29.150763188640777,1.3693352344600145,18.47775335441176,56.861901198797995,69.78598831389908,85.87556781615481,95.67165827855568,5.98291871906626,7.0,778363.0,-2.079575,-2.832476,-0.603125
AC,2011-01-23,1594,12,True,False,True,False,True,False,True,False,22.33742538374952,24.242255964688532,27.123338388974226,5.1528582201363635,36.33532688218736,98.3092099977774,77.21557411835572,90.8904743260994,98.43877034914485,4.785913005224701,7.0,778363.0,-1.996036,-2.405079,-0.751272
AC,2011-01-30,1457,12,True,False,True,False,True,False,True,False,22.51893687642251,24.786932689136417,28.309868342240613,1.068538470096857,26.09832245057897,93.60100425572644,72.91950630152182,89.10830959455018,97.8789413488308,5.7909314658180975,7.0,778363.0,-1.916645,-1.946947,-0.588684
AC,2011-02-06,1410,12,True,False,True,False,True,False,True,False,22.49532637592339,24.600286410930927,28.220695165311227,2.3310015540307027,20.54509607008555,54.14417415280531,72.76861330682837,89.17092998639451,97.69876269950063,5.725368789387837,7.0,778363.0,-1.916645,-1.946947,-0.588684
AC,2011-02-13,1189,12,True,False,True,False,True,False,True,False,22.673259814012596,25.004492324220372,28.881928594755916,2.3432976325955885,28.73731134804712,88.8365088091289,72.22991614322072,89.91174660043853,98.62538442015943,6.208668780743322,7.0,778363.0,-1.916645,-1.946947,-0.588684
AC,2011-02-20,912,12,True,False,True,False,True,False,True,False,22.1840524037903,24.23229246796528,27.621037380575824,3.664577307631529,31.58071097534184,85.23152579259292,76.96364972867048,91.2545001993194,98.94637908295084,5.436984976785528,7.0,778363.0,-1.916645,-1.946947,-0.588684
AC,2011-02-27,771,12,True,False,True,False,True,False,True,False,22.426972063769,24.734930182612185,28.157832857475057,1.0810547380849296,23.336102780193816,70.8757606250554,73.86763769741293,89.59960644119224,98.69465685815707,5.730860793706059,7.0,778363.0,-1.566315,-1.751932,-0.092117
AC,2011-03-06,689,12,True,False,True,False,True,False,True,False,22.423638440841323,24.5473969347941,27.899304159315307,2.543582191728024,27.294930093927896,78.35905092688117,76.31809961820971,90.92233392987224,98.71601336787224,5.475665718473991,7.0,778363.0,-1.321451,-1.543673,-0.960381
AC,2011-03-13,641,12,True,False,True,False,True,False,True,False,22.305035748983077,24.662321400664876,28.350162115711345,2.346177925466652,29.971505081305253,93.3434546735906,73.81869547897317,90.01877651127154,98.29501460943398,6.045126366728267,7.0,778363.0,-1.321451,-1.543673,-0.960381
AC,2011-03-20,651,12,True,False,True,False,True,False,True,False,22.461242897704174,24.604449936616064,28.189301793269063,1.2300471657825462,28.08764941306306,97.84265340644404,76.1097850884301,91.56424910020868,99.43342677882023,5.728058895564886,7.0,778363.0,-1.321451,-1.543673,-0.960381
AC,2011-03-27,548,12,True,False,True,False,True,False,True,False,22.69199696456354,24.604318565557275,27.61981394755037,4.665671662707503,44.76203776721144,118.11384005676015,79.31005809768156,91.82715754762606,98.49911187818904,4.927816982986822,7.0,778363.0,-1.321451,-1.543673,-0.960381
AC,2011-04-03,453,12,True,False,True,False,True,False,True,False,22.591302432798063,24.429230197808916,27.391197361752436,3.916192078631693,37.32263146359732,86.80548278785092,80.0643580843569,92.11229005029053,98.42167522790048,4.799894928954375,7.0,778363.0,-1.036658,-1.216774,-1.463952
AC,2011-04-10,321,12,True,False,True,False,True,False,True,False,22.28575706727727,24.362347390026063,27.52718693371308,1.9750409619933116,24.48021070053433,94.34903652498896,76.36918029573421,90.27252935976806,97.67635623020917,5.241429866435803,7.0,778363.0,-0.965545,-1.331818,-1.189507
AC,2011-04-17,204,12,True,False,True,False,True,False,True,False,22.57544776777857,25.069318104993616,29.08032944597462,0.0973501176186432,10.264975498835376,40.88526291794445,70.93032276493837,89.81426493762274,99.19369328746907,6.5048816781960515,7.0,778363.0,-0.987504,-1.244733,-0.711713
AC,2011-04-24,127,12,True,False,True,False,True,False,True,False,22.339559955243065,24.621030572533087,28.228727021288815,1.6337385866234648,13.02262897940935,43.85762762207351,75.29533058679378,91.2122067994166,98.98578983436116,5.889167066045754,7.0,778363.0,-0.987504,-1.244733,-0.711713
AC,2011-05-01,93,12,True,False,True,False,True,False,True,False,20.294713385565053,23.116232997090417,26.74554320556641,1.1225270628228732,7.329535028771922,26.35611517132752,64.60731563868198,81.82750754192728,91.30112008389034,6.4508298200013545,6.654801166036926,778363.0,-0.987504,-1.244733,-0.711713
AC,2011-05-08,102,12,True,False,True,False,True,False,True,False,22.725955234456343,25.112077427149764,28.79727426485365,0.2253063452399458,13.935320098720004,51.26181693965412,74.80216596826563,90.8612281274932,98.82231497072335,6.071319030397312,7.0,778363.0,-0.987504,-1.244733,-0.711713
AC,2011-05-15,68,12,True,False,True,False,True,False,True,False,21.27732176219285,24.205877948830704,28.183121654549357,0.035740046096744,3.706272072927413,16.41310565738608,63.9759688480641,84.44573150305742,95.44529162228936,6.905799892356504,6.921185873429235,778363.0,-0.674847,-0.805822,-1.095965
AC,2011-05-22,53,12,True,False,True,False,True,False,True,False,21.988396184134434,24.281619448894663,27.77036245396704,0.2396559138859375,9.730466691890545,36.19636638984638,73.37010445686285,89.178822187169,97.19215250690048,5.781966269832603,7.0,778363.0,-0.628706,-0.563719,-1.379977
AC,2011-05-29,50,12,True,False,True,False,True,False,True,False,20.96909561005414,24.51015575999153,28.978712121465175,0.2032132830054871,2.557598041530751,7.955430457768419,58.34991905743207,81.40441178275064,94.0897702836594,8.009616511411037,5.7970625530761355,778363.0,-0.634376,-0.394264,-1.666544
AC,2011-06-05,30,12,True,False,True,False,True,False,True,False,22.095711008910456,24.953745329951634,29.257824384381067,0.2114574241067471,6.893247296955277,24.3616685948587,64.6910470072814,86.17182640027853,97.46976132812436,7.162113375470608,7.0,778363.0,-0.634376,-0.394264,-1.666544
AC,2011-06-12,33,12,True,False,True,False,True,False,True,False,21.92590967886632,24.83262166212937,29.461751492225165,0.0323950045158878,3.788706436200076,16.826142171968606,64.57617755419295,87.12540863783535,98.14119409911756,7.535841813358841,7.0,778363.0,-0.634376,-0.394264,-1.666544
AC,2011-06-19,18,12,True,False,True,False,True,False,True,False,22.234004485567784,25.38914806984108,30.022189716898524,0.0205501226291588,3.2444271280880517,13.602707064184708,61.228140708182245,84.82951219025423,97.87462949971378,7.788185231330736,7.0,778363.0,-0.634376,-0.394264,-1.666544
AC,2011-06-26,18,12,True,False,True,False,True,False,True,False,20.065752574001003,23.112891324356376,27.610427700791824,0.3609412919164965,4.397243087736698,13.927419571588064,58.937647406599304,77.96063912408844,87.9858039731921,7.544675126790824,5.556786486510792,778363.0,-0.670318,0.452503,-1.716508
AC,2011-07-03,14,12,True,False,True,False,True,False,True,False,19.476996493868725,22.97676648403674,27.80401837950747,0.0140101865068097,1.5331480170563092,8.615870235224438,55.42566949794449,77.11653938467197,88.92530757255933,8.327021885638743,4.0480534146664215,778363.0,-0.779926,0.329822,-1.123585
AC,2011-07-10,15,12,True,False,True,False,True,False,True,False,22.208761388067003,25.55758080267727,30.684781515161585,0.0010219371938285,2.0261227866689446,9.448317184141588,56.4136596695152,80.33953638531857,95.03074897208263,8.476020127094575,7.0,778363.0,-0.779926,0.329822,-1.123585
AC,2011-07-17,16,12,True,False,True,False,True,False,True,False,22.209157437871895,25.521017494885328,30.413906212323628,0.0182603024552811,2.916581515051461,13.254290499419936,56.52316386733623,79.89315207151786,93.53488235667126,8.20474877445173,7.0,778363.0,-0.779926,0.329822,-1.123585
AC,2011-07-24,10,12,True,False,True,False,True,False,True,False,21.62238427793789,26.129316025574553,32.067580588987035,2.8316222636481948e-05,0.4970274997655335,2.635005729074994,43.18644615160278,68.25882315030756,86.83416375569168,10.44519631104914,4.372778510797661,778363.0,-0.779926,0.329822,-1.123585
AC,2011-07-31,10,12,True,False,True,False,True,False,True,False,21.30719105602766,25.224154425781137,30.697205320598663,0.2237846851661757,2.8383193078293805,10.115066525130306,50.41409953369168,72.92246140385106,88.61973012911164,9.39001426457101,5.775341325319935,778363.0,-0.933589,0.06888,-1.366752
AC,2011-08-07,18,12,True,False,True,False,True,False,True,False,22.66694944795313,27.49056033580366,33.795586814341675,0.0022009128131732,0.8779974448939635,4.0686195371568274,38.743937854042024,66.84373051159935,87.32142718592004,11.128637366388542,5.428128007112362,778363.0,-0.914162,0.393991,-1.600659
AC,2011-08-14,13,12,True,False,True,False,True,False,True,False,23.09414127176431,26.327472658827386,31.298645462427466,0.0008077957199918,8.712980938199786,41.99026722544623,55.596941327816026,77.42781230764346,91.18942077075312,8.204504190663151,7.0,778363.0,-0.903383,0.603385,-1.467367
AC,2011-08-21,9,12,True,False,True,False,True,False,True,False,18.89156942781563,23.01922900125006,28.627371343961624,0.2560191174297853,3.40159251197706,15.551239803279444,42.13082399392792,62.63157091169911,77.82986366654853,9.735801916145991,4.261954897650582,778363.0,-0.903383,0.603385,-1.467367
AC,2011-08-28,10,12,True,False,True,False,True,False,True,False,22.904046448930092,27.045811034825658,32.94832458878441,0.2351716535857947,4.625148474683406,20.077874978255647,42.5588760029887,67.70192497943944,85.2607805999808,10.044278139854322,6.412060953565367,778363.0,-0.903383,0.603385,-1.467367
AC,2011-09-04,9,12,True,False,True,False,True,False,True,False,23.662801512459943,27.00042508109969,31.80802997708928,0.219903918994094,8.730026242511528,27.373940479442112,54.12817502125798,74.98198245937766,88.59074785934435,8.145228464629337,7.0,778363.0,-0.903383,0.603385,-1.467367
AC,2011-09-11,11,12,True,False,True,False,True,False,True,False,23.01113140060798,26.34524325545132,31.451782230068567,0.8415901698821758,11.442439445091814,46.16497356079362,56.30175548059563,81.54370025349905,95.85757414326147,8.440650829460584,7.0,778363.0,-1.291117,0.996777,-0.915133
AC,2011-09-18,7,12,True,False,True,False,True,False,True,False,22.807840447488605,25.55837361350497,29.55397657701392,2.1964415975579517,26.08457994329124,78.41146458567532,67.88363127995183,86.79715048692852,97.724875771936,6.746136129525317,7.0,778363.0,-1.378112,0.95939,-1.290227
AC,2011-09-25,11,12,True,False,True,False,True,False,True,False,22.928485119576052,26.34559315886583,31.174918945218547,0.1393979815330379,10.67257270052662,45.96080806988513,59.76324441288044,81.9377562333476,95.39794830353668,8.246433825642498,7.0,778363.0,-1.416513,0.927672,-1.228985
AC,2011-10-02,9,12,True,False,True,False,True,False,True,False,22.94749441958866,25.64859257100203,29.532881277740223,1.989536060809674,18.59727211635188,61.92438410111991,68.94981198225359,87.03508756768096,97.92815622061023,6.585386858151567,7.0,778363.0,-1.416513,0.927672,-1.228985
AC,2011-10-09,11,12,True,False,True,False,True,False,True,False,23.57479718587049,26.39726293002108,30.71752376274676,0.0413467170202077,10.93002617506228,43.89989115862393,64.68571104014818,84.17509830448188,96.04204846060622,7.142726576876269,7.0,778363.0,-1.416513,0.927672,-1.228985
AC,2011-10-16,12,12,True,False,True,False,True,False,True,False,22.335705710391096,24.612359476637877,27.759765540958583,1.8795637562422671,26.787821091187528,79.35837270104052,76.54085565904708,90.59360248319688,98.93388640285538,5.424059830567486,7.0,778363.0,-1.449827,0.911252,-1.158048
AC,2011-10-23,18,12,True,False,True,False,True,False,True,False,22.775389774234977,25.463378424168965,29.362258528640968,1.6084226441904357,19.73316491200121,72.46277086397993,69.97313012823065,88.16879396150271,98.3740639556718,6.586868754405995,7.0,778363.0,-1.47494,0.984603,-1.110642
AC,2011-10-30,24,12,True,False,True,False,True,False,True,False,22.676708062231704,25.799986220623097,29.8595847924426,0.406140683331556,15.484395847695742,51.710877890906936,64.96185839761506,83.98865562351463,95.9647939358812,7.182876730210896,7.0,778363.0,-1.496944,0.846646,-1.022205
AC,2011-11-06,13,12,True,False,True,False,True,False,True,False,23.29479334658581,26.04373305138018,29.681760629919093,1.9383467158639351,23.495957704438673,58.58686946321961,69.20941523451874,85.23558550329345,95.9000826972028,6.3869672833332825,7.0,778363.0,-1.496944,0.846646,-1.022205
AC,2011-11-13,34,12,True,False,True,False,True,False,True,False,22.65142546180711,24.779433149388066,27.84996469570478,1.0262648350448311,39.87462786861657,113.96889924739486,78.06471467967296,90.70832260045395,97.94238440011738,5.1985392338976615,7.0,778363.0,-1.496944,0.846646,-1.022205
AC,2011-11-20,41,12,True,False,True,False,True,False,True,False,22.87362504264903,25.677045541934987,29.260542729310473,0.6541874729400036,18.41333911915135,68.84208418282986,70.26358160711281,86.50371443226727,96.9656797322072,6.386917686661437,7.0,778363.0,-1.496944,0.846646,-1.022205
